original_chip_id,dates,lc,x_center,y_center,epsg,chip_id
112881,"['20230108', '20230513', '20230722', '20231119']",2,431010.0,6021630.0,32652,162
112880,"['20230108', '20230513', '20230722', '20231119']",2,440010.0,6022630.0,32652,163
112879,"['20230108', '20230513', '20230722', '20231119']",2,435010.0,6022630.0,32652,164
112878,"['20230108', '20230513', '20230722', '20231119']",2,440010.0,6024630.0,32652,165
112877,"['20230108', '20230513', '20230722', '20231119']",2,453010.0,6025630.0,32652,166
112876,"['20230108', '20230513', '20230722', '20231119']",2,453010.0,6026630.0,32652,167
112873,"['20230108', '20230513', '20230722', '20231119']",2,472010.0,6035630.0,32652,168
112872,"['20230108', '20230513', '20230722', '20231119']",2,490010.0,6038630.0,32652,169
112871,"['20230108', '20230513', '20230722', '20231119']",2,491010.0,6039630.0,32652,170
112870,"['20230108', '20230513', '20230722', '20231119']",2,490010.0,6039630.0,32652,171
112869,"['20230108', '20230513', '20230722', '20231119']",2,429010.0,6051630.0,32652,172
112868,"['20230108', '20230513', '20230722', '20231119']",2,430010.0,6052630.0,32652,173
112867,"['20230108', '20230513', '20230722', '20231119']",2,490010.0,6053630.0,32652,174
112866,"['20230108', '20230513', '20230722', '20231119']",2,430010.0,6053630.0,32652,175
112865,"['20230108', '20230513', '20230722', '20231119']",2,453010.0,6058630.0,32652,176
112864,"['20230108', '20230513', '20230722', '20231119']",2,476010.0,6060630.0,32652,177
112863,"['20230108', '20230513', '20230722', '20231119']",2,476010.0,6061630.0,32652,178
112862,"['20230108', '20230513', '20230722', '20231119']",2,476010.0,6062630.0,32652,179
112861,"['20230108', '20230513', '20230722', '20231119']",2,460010.0,6062630.0,32652,180
112860,"['20230108', '20230513', '20230722', '20231119']",2,412010.0,6062630.0,32652,181
112859,"['20230108', '20230513', '20230722', '20231119']",2,460010.0,6063630.0,32652,182
112858,"['20230108', '20230513', '20230722', '20231119']",2,417010.0,6066630.0,32652,183
112856,"['20230108', '20230513', '20230722', '20231119']",2,491010.0,6071630.0,32652,184
112854,"['20230108', '20230513', '20230722', '20231119']",2,505010.0,6074630.0,32652,185
112853,"['20230108', '20230513', '20230722', '20231119']",2,460010.0,6079630.0,32652,186
112852,"['20230108', '20230513', '20230722', '20231119']",2,460010.0,6080630.0,32652,187
112851,"['20230108', '20230513', '20230722', '20231119']",2,422010.0,6089630.0,32652,188
112850,"['20230108', '20230513', '20230722', '20231119']",2,403010.0,6090630.0,32652,189
112849,"['20230108', '20230513', '20230722', '20231119']",2,498010.0,6091630.0,32652,190
112848,"['20230108', '20230513', '20230722', '20231119']",2,491010.0,6091630.0,32652,191
112847,"['20230108', '20230513', '20230722', '20231119']",2,491010.0,6093630.0,32652,192
112846,"['20230108', '20230513', '20230722', '20231119']",2,489010.0,6093630.0,32652,193
112845,"['20230108', '20230513', '20230722', '20231119']",2,433010.0,6093630.0,32652,194
112844,"['20230108', '20230513', '20230722', '20231119']",2,425010.0,6095630.0,32652,195
112843,"['20230108', '20230513', '20230722', '20231119']",2,489010.0,6096630.0,32652,196
112842,"['20230108', '20230513', '20230722', '20231119']",2,426010.0,6096630.0,32652,197
112841,"['20230108', '20230513', '20230722', '20231119']",2,488010.0,6097630.0,32652,198
112840,"['20230108', '20230513', '20230722', '20231119']",2,427010.0,6097630.0,32652,199
112839,"['20230108', '20230513', '20230722', '20231119']",2,426010.0,6097630.0,32652,200
112838,"['20230108', '20230513', '20230722', '20231119']",2,427010.0,6098630.0,32652,201
112837,"['20230108', '20230513', '20230722', '20231119']",2,426010.0,6098630.0,32652,202
112836,"['20230108', '20230513', '20230722', '20231119']",2,423010.0,6098630.0,32652,203
112835,"['20230322', '20230506', '20230903', '20231227']",2,220830.0,1993920.0,32648,204
112834,"['20230306', '20230410', '20230714', '20231226']",1,371090.0,734860.0,32644,205
112833,"['20230306', '20230410', '20230714', '20231226']",1,371090.0,735860.0,32644,206
112827,"['20230306', '20230410', '20230714', '20231226']",1,369090.0,737860.0,32644,207
112820,"['20230306', '20230410', '20230714', '20231226']",1,368090.0,739860.0,32644,208
112811,"['20230306', '20230410', '20230714', '20231226']",1,371090.0,742860.0,32644,209
112809,"['20230306', '20230410', '20230714', '20231226']",1,369090.0,742860.0,32644,210
112807,"['20230306', '20230410', '20230714', '20231226']",1,371090.0,743860.0,32644,211
112806,"['20230306', '20230410', '20230714', '20231226']",1,370090.0,743860.0,32644,212
112801,"['20230306', '20230410', '20230714', '20231226']",1,367090.0,744860.0,32644,213
112796,"['20230306', '20230410', '20230714', '20231226']",1,369090.0,746860.0,32644,214
112790,"['20230306', '20230410', '20230714', '20231226']",1,367090.0,750860.0,32644,215
112787,"['20230306', '20230410', '20230714', '20231226']",1,366090.0,751860.0,32644,216
112780,"['20230306', '20230410', '20230714', '20231226']",1,367090.0,754860.0,32644,217
112773,"['20230306', '20230410', '20230714', '20231226']",1,364090.0,755860.0,32644,218
112767,"['20230306', '20230410', '20230714', '20231226']",1,363090.0,757860.0,32644,219
112766,"['20230306', '20230410', '20230714', '20231226']",1,365090.0,758860.0,32644,220
112763,"['20230306', '20230410', '20230714', '20231226']",1,363090.0,759860.0,32644,221
112757,"['20230306', '20230410', '20230714', '20231226']",1,361090.0,760860.0,32644,222
112755,"['20230306', '20230410', '20230714', '20231226']",1,370090.0,761860.0,32644,223
112751,"['20230306', '20230410', '20230714', '20231226']",1,366090.0,761860.0,32644,224
112746,"['20230306', '20230410', '20230714', '20231226']",1,371090.0,762860.0,32644,225
112745,"['20230306', '20230410', '20230714', '20231226']",1,370090.0,762860.0,32644,226
112738,"['20230306', '20230410', '20230714', '20231226']",1,362090.0,762860.0,32644,227
112737,"['20230306', '20230410', '20230714', '20231226']",1,361090.0,762860.0,32644,228
112733,"['20230306', '20230410', '20230714', '20231226']",1,369090.0,763860.0,32644,229
112728,"['20230306', '20230410', '20230714', '20231226']",1,364090.0,763860.0,32644,230
112718,"['20230306', '20230410', '20230714', '20231226']",1,366090.0,764860.0,32644,231
112713,"['20230306', '20230410', '20230714', '20231226']",1,361090.0,764860.0,32644,232
112711,"['20230306', '20230410', '20230714', '20231226']",1,369090.0,765860.0,32644,233
112697,"['20230306', '20230410', '20230714', '20231226']",1,364090.0,766860.0,32644,234
112696,"['20230306', '20230410', '20230714', '20231226']",1,363090.0,766860.0,32644,235
112692,"['20230306', '20230410', '20230714', '20231226']",1,369090.0,767860.0,32644,236
112691,"['20230306', '20230410', '20230714', '20231226']",1,368090.0,767860.0,32644,237
112689,"['20230306', '20230410', '20230714', '20231226']",1,366090.0,767860.0,32644,238
112681,"['20230306', '20230410', '20230714', '20231226']",1,367090.0,768860.0,32644,239
112680,"['20230306', '20230410', '20230714', '20231226']",1,366090.0,768860.0,32644,240
112679,"['20230306', '20230410', '20230714', '20231226']",1,365090.0,768860.0,32644,241
112677,"['20230306', '20230410', '20230714', '20231226']",1,363090.0,768860.0,32644,242
112665,"['20230306', '20230410', '20230714', '20231226']",1,371090.0,770860.0,32644,243
112663,"['20230306', '20230410', '20230714', '20231226']",1,368090.0,770860.0,32644,244
112662,"['20230306', '20230410', '20230714', '20231226']",1,367090.0,770860.0,32644,245
112655,"['20230306', '20230410', '20230714', '20231226']",1,360090.0,770860.0,32644,246
112650,"['20230306', '20230410', '20230714', '20231226']",1,365090.0,771860.0,32644,247
112648,"['20230306', '20230410', '20230714', '20231226']",1,363090.0,771860.0,32644,248
112638,"['20230306', '20230410', '20230714', '20231226']",1,364090.0,772860.0,32644,249
112637,"['20230306', '20230410', '20230714', '20231226']",1,363090.0,772860.0,32644,250
112636,"['20230306', '20230410', '20230714', '20231226']",1,362090.0,772860.0,32644,251
112633,"['20230306', '20230410', '20230714', '20231226']",1,370090.0,773860.0,32644,252
112632,"['20230306', '20230410', '20230714', '20231226']",1,368090.0,773860.0,32644,253
112629,"['20230306', '20230410', '20230714', '20231226']",1,365090.0,773860.0,32644,254
112625,"['20230306', '20230410', '20230714', '20231226']",1,370090.0,774860.0,32644,255
112623,"['20230306', '20230410', '20230714', '20231226']",1,368090.0,774860.0,32644,256
112618,"['20230306', '20230410', '20230714', '20231226']",1,363090.0,774860.0,32644,257
112611,"['20230306', '20230410', '20230714', '20231226']",1,366090.0,775860.0,32644,258
112609,"['20230306', '20230410', '20230714', '20231226']",1,364090.0,775860.0,32644,259
112604,"['20230306', '20230410', '20230714', '20231226']",1,368090.0,776860.0,32644,260
112600,"['20230306', '20230410', '20230714', '20231226']",1,364090.0,776860.0,32644,261
112599,"['20230306', '20230410', '20230714', '20231226']",1,363090.0,776860.0,32644,262
112593,"['20230306', '20230410', '20230714', '20231226']",1,367090.0,777860.0,32644,263
112591,"['20230306', '20230410', '20230714', '20231226']",1,365090.0,777860.0,32644,264
112590,"['20230306', '20230410', '20230714', '20231226']",1,364090.0,777860.0,32644,265
112588,"['20230306', '20230410', '20230714', '20231226']",1,371090.0,778860.0,32644,266
112580,"['20230306', '20230410', '20230714', '20231226']",1,370090.0,779860.0,32644,267
112579,"['20230306', '20230410', '20230714', '20231226']",1,369090.0,779860.0,32644,268
112570,"['20230306', '20230410', '20230714', '20231226']",1,369090.0,780860.0,32644,269
112566,"['20230306', '20230410', '20230714', '20231226']",1,365090.0,780860.0,32644,270
112558,"['20230306', '20230410', '20230714', '20231226']",1,366090.0,781860.0,32644,271
112552,"['20230306', '20230410', '20230714', '20231226']",1,369090.0,782860.0,32644,272
112537,"['20230306', '20230410', '20230714', '20231226']",1,371090.0,784860.0,32644,273
112534,"['20230306', '20230410', '20230714', '20231226']",1,367090.0,784860.0,32644,274
112528,"['20230306', '20230410', '20230714', '20231226']",1,371090.0,785860.0,32644,275
112527,"['20230306', '20230410', '20230714', '20231226']",1,370090.0,785860.0,32644,276
112524,"['20230306', '20230410', '20230714', '20231226']",1,367090.0,785860.0,32644,277
112517,"['20230306', '20230410', '20230714', '20231226']",1,370090.0,786860.0,32644,278
112513,"['20230306', '20230410', '20230714', '20231226']",1,366090.0,786860.0,32644,279
112512,"['20230306', '20230410', '20230714', '20231226']",1,365090.0,786860.0,32644,280
112508,"['20230306', '20230410', '20230714', '20231226']",1,361090.0,786860.0,32644,281
112506,"['20230306', '20230410', '20230714', '20231226']",1,369090.0,787860.0,32644,282
112504,"['20230306', '20230410', '20230714', '20231226']",1,367090.0,787860.0,32644,283
112499,"['20230306', '20230410', '20230714', '20231226']",1,362090.0,787860.0,32644,284
112493,"['20230306', '20230410', '20230714', '20231226']",1,366090.0,788860.0,32644,285
112491,"['20230306', '20230410', '20230714', '20231226']",1,364090.0,788860.0,32644,286
112484,"['20230306', '20230410', '20230714', '20231226']",1,367090.0,789860.0,32644,287
112480,"['20230306', '20230410', '20230714', '20231226']",1,363090.0,789860.0,32644,288
112469,"['20230306', '20230410', '20230714', '20231226']",1,362090.0,790860.0,32644,289
112468,"['20230306', '20230410', '20230714', '20231226']",1,361090.0,790860.0,32644,290
112464,"['20230306', '20230410', '20230714', '20231226']",1,367090.0,791860.0,32644,291
112459,"['20230306', '20230410', '20230714', '20231226']",1,362090.0,791860.0,32644,292
112450,"['20230306', '20230410', '20230714', '20231226']",1,361090.0,792860.0,32644,293
112447,"['20230306', '20230410', '20230714', '20231226']",1,365090.0,793860.0,32644,294
112444,"['20230306', '20230410', '20230714', '20231226']",1,362090.0,793860.0,32644,295
112441,"['20230306', '20230410', '20230714', '20231226']",1,367090.0,794860.0,32644,296
112429,"['20230306', '20230410', '20230714', '20231226']",1,363090.0,795860.0,32644,297
112428,"['20230306', '20230410', '20230714', '20231226']",1,362090.0,795860.0,32644,298
112427,"['20230306', '20230410', '20230714', '20231226']",1,361090.0,795860.0,32644,299
112416,"['20230306', '20230410', '20230714', '20231226']",1,370090.0,797860.0,32644,300
112415,"['20230306', '20230410', '20230714', '20231226']",1,366090.0,797860.0,32644,301
112410,"['20230306', '20230410', '20230714', '20231226']",1,361090.0,797860.0,32644,302
112405,"['20230306', '20230410', '20230714', '20231226']",1,363090.0,798860.0,32644,303
112403,"['20230306', '20230410', '20230714', '20231226']",1,361090.0,798860.0,32644,304
112402,"['20230306', '20230410', '20230714', '20231226']",1,360090.0,798860.0,32644,305
112401,"['20230227', '20230528', '20230831', '20231025']",5,306830.0,1890920.0,32644,306
112400,"['20230227', '20230528', '20230831', '20231025']",5,308830.0,1891920.0,32644,307
112397,"['20230227', '20230528', '20230831', '20231025']",5,293830.0,1893920.0,32644,308
112394,"['20230227', '20230528', '20230831', '20231025']",5,303830.0,1895920.0,32644,309
112393,"['20230227', '20230528', '20230831', '20231025']",5,302830.0,1895920.0,32644,310
112392,"['20230227', '20230528', '20230831', '20231025']",5,292830.0,1895920.0,32644,311
112389,"['20230227', '20230528', '20230831', '20231025']",5,308830.0,1896920.0,32644,312
112388,"['20230227', '20230528', '20230831', '20231025']",5,306830.0,1896920.0,32644,313
112387,"['20230227', '20230528', '20230831', '20231025']",5,303830.0,1897920.0,32644,314
112380,"['20230227', '20230528', '20230831', '20231025']",5,284830.0,1902920.0,32644,315
112378,"['20230227', '20230528', '20230831', '20231025']",5,290830.0,1907920.0,32644,316
112376,"['20230227', '20230528', '20230831', '20231025']",5,302830.0,1908920.0,32644,317
112375,"['20230227', '20230528', '20230831', '20231025']",5,284830.0,1908920.0,32644,318
112374,"['20230227', '20230528', '20230831', '20231025']",5,292830.0,1909920.0,32644,319
112372,"['20230227', '20230528', '20230831', '20231025']",5,290830.0,1910920.0,32644,320
112370,"['20230227', '20230528', '20230831', '20231025']",5,280830.0,1910920.0,32644,321
112367,"['20230227', '20230528', '20230831', '20231025']",5,285830.0,1913920.0,32644,322
112365,"['20230227', '20230528', '20230831', '20231025']",5,268830.0,1914920.0,32644,323
112363,"['20230227', '20230528', '20230831', '20231025']",5,308830.0,1917920.0,32644,324
112361,"['20230227', '20230528', '20230831', '20231025']",5,269830.0,1918920.0,32644,325
