,location,event_type,band,date,path,geometry
24,Almonaster,mask,,,/workspace/Rufai/data/S2-WCD/Almonaster/cm/cm.tif,"POLYGON ((-1.834501904740688 41.37056606450764, -1.832784130050235 41.46656695385144, -1.9604175907407875 41.4677913683968, -1.9619476164444893 41.37178637782772, -1.834501904740688 41.37056606450764))"
25,Attica,pre,B09,2021-08-16,/workspace/Rufai/data/S2-WCD/Attica/img1_cropped/T34SGH_20210816T092031_B09.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
26,Attica,pre,B01,2021-08-16,/workspace/Rufai/data/S2-WCD/Attica/img1_cropped/T34SGH_20210816T092031_B01.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
27,Attica,pre,B07,2021-08-16,/workspace/Rufai/data/S2-WCD/Attica/img1_cropped/T34SGH_20210816T092031_B07.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
28,Attica,pre,B02,2021-08-16,/workspace/Rufai/data/S2-WCD/Attica/img1_cropped/T34SGH_20210816T092031_B02.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
29,Attica,pre,B12,2021-08-16,/workspace/Rufai/data/S2-WCD/Attica/img1_cropped/T34SGH_20210816T092031_B12.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
30,Attica,pre,B11,2021-08-16,/workspace/Rufai/data/S2-WCD/Attica/img1_cropped/T34SGH_20210816T092031_B11.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
31,Attica,pre,B06,2021-08-16,/workspace/Rufai/data/S2-WCD/Attica/img1_cropped/T34SGH_20210816T092031_B06.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
32,Attica,pre,B05,2021-08-16,/workspace/Rufai/data/S2-WCD/Attica/img1_cropped/T34SGH_20210816T092031_B05.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
33,Attica,pre,B08,2021-08-16,/workspace/Rufai/data/S2-WCD/Attica/img1_cropped/T34SGH_20210816T092031_B08.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
34,Attica,pre,B03,2021-08-16,/workspace/Rufai/data/S2-WCD/Attica/img1_cropped/T34SGH_20210816T092031_B03.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
35,Attica,pre,B10,2021-08-16,/workspace/Rufai/data/S2-WCD/Attica/img1_cropped/T34SGH_20210816T092031_B10.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
36,Attica,pre,B04,2021-08-16,/workspace/Rufai/data/S2-WCD/Attica/img1_cropped/T34SGH_20210816T092031_B04.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
37,Attica,post,B06,2021-08-28,/workspace/Rufai/data/S2-WCD/Attica/img2_cropped/T34SGH_20210828T090549_B06.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
38,Attica,post,B03,2021-08-28,/workspace/Rufai/data/S2-WCD/Attica/img2_cropped/T34SGH_20210828T090549_B03.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
39,Attica,post,B12,2021-08-28,/workspace/Rufai/data/S2-WCD/Attica/img2_cropped/T34SGH_20210828T090549_B12.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
40,Attica,post,B11,2021-08-28,/workspace/Rufai/data/S2-WCD/Attica/img2_cropped/T34SGH_20210828T090549_B11.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
41,Attica,post,B01,2021-08-28,/workspace/Rufai/data/S2-WCD/Attica/img2_cropped/T34SGH_20210828T090549_B01.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
42,Attica,post,B02,2021-08-28,/workspace/Rufai/data/S2-WCD/Attica/img2_cropped/T34SGH_20210828T090549_B02.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
43,Attica,post,B05,2021-08-28,/workspace/Rufai/data/S2-WCD/Attica/img2_cropped/T34SGH_20210828T090549_B05.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
44,Attica,post,B08,2021-08-28,/workspace/Rufai/data/S2-WCD/Attica/img2_cropped/T34SGH_20210828T090549_B08.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
45,Attica,post,B04,2021-08-28,/workspace/Rufai/data/S2-WCD/Attica/img2_cropped/T34SGH_20210828T090549_B04.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
46,Attica,post,B09,2021-08-28,/workspace/Rufai/data/S2-WCD/Attica/img2_cropped/T34SGH_20210828T090549_B09.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
47,Attica,post,B10,2021-08-28,/workspace/Rufai/data/S2-WCD/Attica/img2_cropped/T34SGH_20210828T090549_B10.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
48,Attica,post,B07,2021-08-28,/workspace/Rufai/data/S2-WCD/Attica/img2_cropped/T34SGH_20210828T090549_B07.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
49,Attica,mask,,,/workspace/Rufai/data/S2-WCD/Attica/cm/cm.tif,"POLYGON ((-0.5982780769932942 38.090586335295846, -0.5951278859462716 38.186576855665095, -0.7167528238798102 38.189006213882315, -0.7197440417540342 38.09300738131893, -0.5982780769932942 38.090586335295846))"
50,Australia_1,pre,B09,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_1/img1_cropped/T50HMK_20210131T021349_B09.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
51,Australia_1,pre,B11,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_1/img1_cropped/T50HMK_20210131T021349_B11.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
52,Australia_1,pre,B04,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_1/img1_cropped/T50HMK_20210131T021349_B04.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
53,Australia_1,pre,B10,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_1/img1_cropped/T50HMK_20210131T021349_B10.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
54,Australia_1,pre,B06,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_1/img1_cropped/T50HMK_20210131T021349_B06.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
55,Australia_1,pre,B02,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_1/img1_cropped/T50HMK_20210131T021349_B02.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
56,Australia_1,pre,B07,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_1/img1_cropped/T50HMK_20210131T021349_B07.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
57,Australia_1,pre,B01,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_1/img1_cropped/T50HMK_20210131T021349_B01.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
58,Australia_1,pre,B05,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_1/img1_cropped/T50HMK_20210131T021349_B05.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
59,Australia_1,pre,B08,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_1/img1_cropped/T50HMK_20210131T021349_B08.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
60,Australia_1,pre,B03,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_1/img1_cropped/T50HMK_20210131T021349_B03.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
61,Australia_1,pre,B12,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_1/img1_cropped/T50HMK_20210131T021349_B12.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
62,Australia_1,post,B07,2021-02-20,/workspace/Rufai/data/S2-WCD/Australia_1/img2_cropped/T50HMK_20210220T021339_B07.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
63,Australia_1,post,B03,2021-02-20,/workspace/Rufai/data/S2-WCD/Australia_1/img2_cropped/T50HMK_20210220T021339_B03.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
64,Australia_1,post,B05,2021-02-20,/workspace/Rufai/data/S2-WCD/Australia_1/img2_cropped/T50HMK_20210220T021339_B05.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
65,Australia_1,post,B10,2021-02-20,/workspace/Rufai/data/S2-WCD/Australia_1/img2_cropped/T50HMK_20210220T021339_B10.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
66,Australia_1,post,B02,2021-02-20,/workspace/Rufai/data/S2-WCD/Australia_1/img2_cropped/T50HMK_20210220T021339_B02.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
67,Australia_1,post,B11,2021-02-20,/workspace/Rufai/data/S2-WCD/Australia_1/img2_cropped/T50HMK_20210220T021339_B11.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
68,Australia_1,post,B08,2021-02-20,/workspace/Rufai/data/S2-WCD/Australia_1/img2_cropped/T50HMK_20210220T021339_B08.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
69,Australia_1,post,B12,2021-02-20,/workspace/Rufai/data/S2-WCD/Australia_1/img2_cropped/T50HMK_20210220T021339_B12.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
70,Australia_1,post,B09,2021-02-20,/workspace/Rufai/data/S2-WCD/Australia_1/img2_cropped/T50HMK_20210220T021339_B09.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
71,Australia_1,post,B01,2021-02-20,/workspace/Rufai/data/S2-WCD/Australia_1/img2_cropped/T50HMK_20210220T021339_B01.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
72,Australia_1,post,B06,2021-02-20,/workspace/Rufai/data/S2-WCD/Australia_1/img2_cropped/T50HMK_20210220T021339_B06.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
73,Australia_1,post,B04,2021-02-20,/workspace/Rufai/data/S2-WCD/Australia_1/img2_cropped/T50HMK_20210220T021339_B04.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
74,Australia_1,mask,,,/workspace/Rufai/data/S2-WCD/Australia_1/cm/cm.tif,"POLYGON ((-4.400722101951601 58.51060127373141, -4.404548178931865 58.6063128553848, -4.5879354867974245 58.60417894836992, -4.583610331502348 58.5084753184507, -4.400722101951601 58.51060127373141))"
75,Australia_2,pre,B09,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_2/img1_cropped/T50HMK_20210131T021349_B09.tif,"POLYGON ((-4.396920690402211 58.414888099123736, -4.400722101951601 58.51060127373141, -4.583610331502348 58.5084753184507, -4.579313055137753 58.412770052475324, -4.396920690402211 58.414888099123736))"
76,Australia_2,pre,B11,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_2/img1_cropped/T50HMK_20210131T021349_B11.tif,"POLYGON ((-4.396920690402211 58.414888099123736, -4.400722101951601 58.51060127373141, -4.583610331502348 58.5084753184507, -4.579313055137753 58.412770052475324, -4.396920690402211 58.414888099123736))"
77,Australia_2,pre,B04,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_2/img1_cropped/T50HMK_20210131T021349_B04.tif,"POLYGON ((-4.396920690402211 58.414888099123736, -4.400722101951601 58.51060127373141, -4.583610331502348 58.5084753184507, -4.579313055137753 58.412770052475324, -4.396920690402211 58.414888099123736))"
78,Australia_2,pre,B10,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_2/img1_cropped/T50HMK_20210131T021349_B10.tif,"POLYGON ((-4.396920690402211 58.414888099123736, -4.400722101951601 58.51060127373141, -4.583610331502348 58.5084753184507, -4.579313055137753 58.412770052475324, -4.396920690402211 58.414888099123736))"
79,Australia_2,pre,B06,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_2/img1_cropped/T50HMK_20210131T021349_B06.tif,"POLYGON ((-4.396920690402211 58.414888099123736, -4.400722101951601 58.51060127373141, -4.583610331502348 58.5084753184507, -4.579313055137753 58.412770052475324, -4.396920690402211 58.414888099123736))"
80,Australia_2,pre,B02,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_2/img1_cropped/T50HMK_20210131T021349_B02.tif,"POLYGON ((-4.396920690402211 58.414888099123736, -4.400722101951601 58.51060127373141, -4.583610331502348 58.5084753184507, -4.579313055137753 58.412770052475324, -4.396920690402211 58.414888099123736))"
81,Australia_2,pre,B07,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_2/img1_cropped/T50HMK_20210131T021349_B07.tif,"POLYGON ((-4.396920690402211 58.414888099123736, -4.400722101951601 58.51060127373141, -4.583610331502348 58.5084753184507, -4.579313055137753 58.412770052475324, -4.396920690402211 58.414888099123736))"
82,Australia_2,pre,B01,2021-01-31,/workspace/Rufai/data/S2-WCD/Australia_2/img1_cropped/T50HMK_20210131T021349_B01.tif,"POLYGON ((-4.396920690402211 58.414888099123736, -4.400722101951601 58.51060127373141, -4.583610331502348 58.5084753184507, -4.579313055137753 58.412770052475324, -4.396920690402211 58.414888099123736))"
