,chip_index,aoi_index,sentinel_2_dates,sentinel_1_dates,landsat_dates,land_cover,chip_footprint,epsg,status,x_center,y_center,cls_dim1,cls_dim2,centroid
53,53,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.58612068489003 9.909246037395288, 39.58613610778929 9.917928416401615, 39.57737926737279 9.917943600930474, 39.577364074859354 9.909261208372774, 39.58612068489003 9.909246037395288))",32637,success,39.581750032656046,9.9135948348147,132.0613746810406,-52.56113013052753,POINT (39.581750032656046 9.9135948348147)
56,56,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.83129923330557 9.9087285560526, 39.83132110617206 9.917410472822814, 39.82256474302125 9.917432055482111, 39.822543100479535 9.908750119450588, 39.83129923330557 9.9087285560526))",32637,success,39.82693204422116,9.913080319990588,-43.53999037073015,8.582106868325866,POINT (39.82693204422116 9.913080319990588)
59,59,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.892591588021716 9.908571220903744, 39.892615073088116 9.917252997135865, 39.88385885520497 9.917276179045036, 39.88383560044477 9.908594382124386, 39.892591588021716 9.908571220903744))",32637,success,39.888225277553566,9.912923713840481,70.2394682430853,-165.74394146380013,POINT (39.888225277553566 9.912923713840481)
60,60,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.90134755400163 9.908547831433207, 39.90137126937147 9.917229586772923, 39.892615073088116 9.917252997135865, 39.892591588021716 9.908571220903744, 39.90134755400163 9.908547831433207))",32637,success,39.89698136946828,9.91290042809961,-95.5508706585787,-46.2732669326158,POINT (39.89698136946828 9.91290042809961)
65,65,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.78749767010471 9.90015207475229, 39.787518372266696 9.908834090312522, 39.778762142045366 9.908854512333376, 39.7787416700088 9.900172478532271, 39.78749767010471 9.90015207475229))",32637,success,39.78312996216355,9.904503308004404,50.973442899400794,-135.90700250983133,POINT (39.78312996216355 9.904503308004404)
66,66,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.84878912543218 9.900002862289819, 39.84881143840241 9.908684744454954, 39.84005534601713 9.908706764386547, 39.8400332631547 9.900024862553312, 39.84878912543218 9.900002862289819))",32637,success,39.84442229169585,9.904354827442626,34.14260119429679,104.57914781838906,POINT (39.84442229169585 9.904354827442626)
67,67,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.89256812455235 9.899889440137294, 39.892591588021716 9.908571220903744, 39.88383560044477 9.908594382124386, 39.883812367069815 9.899912580670454, 39.89256812455235 9.899889440137294))",32637,success,39.88820191838578,9.904241924980195,89.59217044589604,6.68213814992356,POINT (39.88820191838578 9.904241924980195)
70,70,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.92759093642218 9.899794597571555, 39.92761532024136 9.908476293549402, 39.91885942032323 9.908500367753296, 39.91883526658727 9.899818650272502, 39.92759093642218 9.899794597571555))",32637,success,39.92322523419262,9.904147496307715,67.97398934001501,17.365831553264343,POINT (39.92322523419262 9.904147496307715)
78,78,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.83125554791344 9.891364708934251, 39.83127738055355 9.900046634755139, 39.82252147784049 9.900068178892797, 39.82249987510158 9.891386233812542, 39.83125554791344 9.891364708934251))",32637,success,39.82688856882872,9.895716458103246,20.74023864425905,-52.4541301176215,POINT (39.82688856882872 9.895716458103246)
79,79,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.8487668329974 9.891320975599283, 39.84878912543218 9.900002862289819, 39.8400332631547 9.900024862553312, 39.84001120061597 9.89134295619566, 39.8487668329974 9.891320975599283))",32637,success,39.84440010399427,9.895672933163993,17.236025690973634,76.41884065226321,POINT (39.84440010399427 9.895672933163993)
84,84,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.93632199256931 9.89108863802861, 39.93634658381581 9.899770316835534, 39.92759093642218 9.899794597571555, 39.92756657504428 9.89111289705892, 39.93632199256931 9.89108863802861))",32637,success,39.931956520245826,9.89544163137763,33.78402052936576,138.8394415630798,POINT (39.931956520245826 9.89544163137763)
85,85,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.96258810839672 9.8910144939785, 39.962613389231585 9.899696106445232, 39.953857810432254 9.899721071269527, 39.95383275945724 9.891039436485558, 39.96258810839672 9.8910144939785))",32637,success,39.95822301511401,9.895367796048522,-95.75573086100648,2.0403017913236567,POINT (39.95822301511401 9.895367796048522)
90,90,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.60358629882751 9.883167929566657, 39.60360213867799 9.891850294362984, 39.59484601735418 9.891865894077906, 39.59483040725035 9.88318351532441, 39.60358629882751 9.883167929566657))",32637,success,39.599216214423315,9.887516927321592,70.03385372259498,-178.55243844631576,POINT (39.599216214423315 9.887516927321592)
94,94,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.804967346542 9.882746612474213, 39.80498846999683 9.891428599978305, 39.79623273812744 9.891449441260884, 39.796211844369594 9.882767435110006, 39.804967346542 9.882746612474213))",32637,success,39.80060009828377,9.887098041193557,-35.527295668394885,-161.9855111362479,POINT (39.80060009828377 9.887098041193557)
95,95,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.8137228292428 9.882725562174612, 39.81374418239213 9.891407530828046, 39.80498846999683 9.891428599978305, 39.804967346542 9.882746612474213, 39.8137228292428 9.882725562174612))",32637,success,39.80935570555211,9.887077095351454,81.8891711259298,86.759349525588,POINT (39.80935570555211 9.887077095351454)
96,96,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.83998915839832 9.882661045317409, 39.84001120061597 9.89134295619566, 39.83125554791344 9.891364708934251, 39.83123373538268 9.88268277859374, 39.83998915839832 9.882661045317409))",32637,success,39.83562240903789,9.887012891247789,-13.455821536156492,-3.0533191479808863,POINT (39.83562240903789 9.887012891247789)
97,97,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.84874456109546 9.88263908438715, 39.8487668329974 9.891320975599283, 39.84001120061597 9.89134295619566, 39.83998915839832 9.882661045317409, 39.84874456109546 9.88263908438715))",32637,success,39.84437793672094,9.886991034362353,134.57887701223507,3.7654284040487482,POINT (39.84437793672094 9.886991034362353)
101,101,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.883765964464736 9.88254896417799, 39.88378915507739 9.891230774687049, 39.87503360609773 9.89125366668893, 39.87501064515873 9.882571835698325, 39.883765964464736 9.88254896417799))",32637,success,39.879399841079284,9.886901329300356,169.9025344932325,55.334496161391314,POINT (39.879399841079284 9.886901329300356)
102,102,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.90127653873385 9.882502538217041, 39.9013001886856 9.89118430715145, 39.892544682677254 9.891207654840331, 39.89252126239367 9.882525865016675, 39.90127653873385 9.882502538217041))",32637,success,39.89691066646998,9.88685511029356,174.6150270076099,-44.54033407808919,POINT (39.89691066646998 9.88685511029356)
103,103,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.91003179327357 9.882478983781787, 39.910055672890714 9.891160731623103, 39.9013001886856 9.89118430715145, 39.90127653873385 9.882502538217041, 39.91003179327357 9.882478983781787))",32637,success,39.90566604672719,9.88683165918048,-58.48277219383499,-21.924926765298295,POINT (39.90566604672719 9.88683165918048)
106,106,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.93629742397294 9.882406954689628, 39.93632199256931 9.89108863802861, 39.92756657504428 9.89111289705892, 39.927542236104806 9.882431192015321, 39.93629742397294 9.882406954689628))",32637,success,39.931932055205706,9.886759939435102,61.68667250674733,80.7493208525143,POINT (39.931932055205706 9.886759939435102)
107,107,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.953807731555784 9.882357797167314, 39.95383275945724 9.891039436485558, 39.9450773874442 9.891064151169878, 39.94505258919383 9.88238248973935, 39.953807731555784 9.882357797167314))",32637,success,39.94944261516339,9.886710987627405,-116.60541136187388,99.62682502375117,POINT (39.94944261516339 9.886710987627405)
108,108,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.98882806818065 9.882256750718994, 39.988854014656745 9.890938299549823, 39.980098736208184 9.89096392550771, 39.98007301937124 9.882282353749295, 39.98882806818065 9.882256750718994))",32637,success,39.98446345779033,9.886610351368118,-17.246481961064802,45.01728146243414,POINT (39.98446345779033 9.886610351368118)
113,113,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.603570473578266 9.87448556027637, 39.60358629882751 9.883167929566657, 39.59483040725035 9.88318351532441, 39.59481481153599 9.87450113207766, 39.603570473578266 9.87448556027637))",32637,success,39.59920049669381,9.878834553282882,131.77176001939188,-16.119423341781726,POINT (39.59920049669381 9.878834553282882)
115,115,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.80494624255877 9.874064620457183, 39.804967346542 9.882746612474213, 39.796211844369594 9.882767435110006, 39.79619096987162 9.874085424447133, 39.80494624255877 9.874064620457183))",32637,success,39.80057909936025,9.878416042092843,-144.99089872865775,-74.90750862845051,POINT (39.80057909936025 9.878416042092843)
119,119,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.883742795229146 9.873867149147094, 39.883765964464736 9.88254896417799, 39.87501064515873 9.882571835698325, 39.874987705385095 9.873890000186906, 39.883742795229146 9.873867149147094))",32637,success,39.879376775939015,9.878219506272869,27.648734202436998,-107.56946320684779,POINT (39.879376775939015 9.878219506272869)
123,123,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.93627287802382 9.873725266822412, 39.93629742397294 9.882406954689628, 39.927542236104806 9.882431192015321, 39.92751791960088 9.87374948244458, 39.93627287802382 9.873725266822412))",32637,success,39.931907612708436,9.878078242962971,-121.22095104965808,-122.05401059446375,POINT (39.931907612708436 9.878078242962971)
124,124,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.9450278138024 9.873700823779485, 39.94505258919383 9.88238248973935, 39.93629742397294 9.882406954689628, 39.93627287802382 9.873725266822412, 39.9450278138024 9.873700823779485))",32637,success,39.94066267451495,9.878053902727656,116.38301492001005,45.182181415101525,POINT (39.94066267451495 9.878053902727656)
125,125,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.95378272672495 9.873676153318621, 39.953807731555784 9.882357797167314, 39.94505258919383 9.88238248973935, 39.9450278138024 9.873700823779485, 39.95378272672495 9.873676153318621))",32637,success,39.94941771356981,9.878029334971076,-173.85285690370196,-122.88364970866782,POINT (39.94941771356981 9.878029334971076)
126,126,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.98880214562188 9.873575197353166, 39.98882806818065 9.882256750718994, 39.98007301937124 9.882282353749295, 39.980047326239955 9.873600777457028, 39.98880214562188 9.873575197353166))",32637,success,39.984437638039495,9.877928788789287,-69.863521342233,70.22964069514555,POINT (39.984437638039495 9.877928788789287)
128,128,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.656086945285 9.865705066089603, 39.65610413183363 9.874387351853715, 39.647348560563884 9.874404288678452, 39.647331603326826 9.865721987735226, 39.656086945285 9.865705066089603))",32637,success,39.65171780905127,9.870054692543652,48.86446972778563,-124.19287775010355,POINT (39.65171780905127 9.870054692543652)
131,131,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.79617011463106 9.86540340927606, 39.79619096987162 9.874085424447133, 39.78743567792705 9.87410600097473, 39.78741505196249 9.865423967362602, 39.79617011463106 9.86540340927606))",32637,success,39.791802952138895,9.869754719468894,4.974420904970657,145.67778823513146,POINT (39.791802952138895 9.869754719468894)
132,132,4,"['20230222', '20230622', '20230826', '20231204']","['20230226', '20230626', '20230825', '20231129']","['20230220', '20230620', '20230916', '20231205']",5,"POLYGON ((39.822435186260265 9.865340371475101, 39.822456729314005 9.874022330099885, 39.8137014957768 9.874043589007293, 39.81368018199163 9.8653616113299, 39.822435186260265 9.865340371475101))",32637,success,39.81806839682812,9.869691994431673,-136.9122261664479,-84.2139323817033,POINT (39.81806839682812 9.869691994431673)
